@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
728,'2019/03/14 02:20:08:293',37,-66593,-199981,-792629,-1318977,-1778773,-2109024,-2440040,-7240077,-8358035,-8489877,-1,-1,-1,-4,-40,-2890,-1189723,-7501184,-8093319,-8750472,-1,-65794,-1,-65795,-197656,-397398,-1651565,-7041928,-7962511,-9080473,-1909048,-2569287,-6253438,-7899809,-8687784,-11714515,-9150657,-8821950,-12108748,-10922417,-1381930,-9476010,-11976913,-11649493,-11386325,-13952752,-13689582,-15069167,-15856880,-14935006,-7043221,-11386320,-12438743,-14148845,-15201013,-16186363,-16448762,-15921896,-15000023,-12564657,-13095643,-13357519,-12830912,-13356741,-15461607,-16185329,-15921896,-13617082,-11049357,-8747117,-11186865,-10658713,-7041375,-7832963,-8489866,-10264733,-9540237,-8549740,-7297875,-7232853,-9278610,-10201254,-9017492,-8953501,-7703431,-7765625,-9080460,-10594472,-8615277,-8154468,-11055278,-10857117,-8029823,-7965068,-9477534,-14080729,-14146006,-10722710,-9405565,-8879736,4
729,'2019/03/14 02:20:09:360',38,-199725,-727094,-1450822,-2042206,-2438249,-2900850,-3887227,-8292252,-9213089,-9344676,-1,-1,-2,-27,-1862,-402270,-2768750,-8553616,-9079702,-9540247,-1,-65795,-65794,-131589,-263738,-796523,-3229824,-8160153,-9869733,-10724261,-2369853,-3621721,-7108491,-8820400,-9411513,-12241117,-10926292,-12172745,-11710126,-11643820,-1646141,-10726334,-12700125,-12044511,-12242662,-14609910,-15659503,-15000029,-13090746,-12761781,-9544124,-12833509,-13885679,-15332089,-16317694,-16448763,-15658214,-13550782,-11246742,-12037544,-13555160,-13554901,-14278107,-16119800,-16316919,-15328733,-12628389,-9863540,-8810855,-9075570,-10265500,-10069931,-9937314,-10593958,-10658208,-9604745,-8811112,-7757394,-7494738,-7956577,-11187641,-10399923,-9742502,-8752008,-10461600,-10001048,-11118759,-8876904,-8613991,-8548971,-10068124,-9345436,-10397611,-13620181,-16251129,-14671580,-10852755,-9865601,-9273724,-9274240,4
730,'2019/03/14 02:20:09:393',38,-199725,-727094,-1450822,-2042206,-2438249,-2900850,-3887227,-8292252,-9213089,-9344676,-1,-1,-2,-27,-1862,-402270,-2768750,-8553616,-9079702,-9540247,-1,-65795,-65794,-131589,-263738,-796523,-3229824,-8160153,-9869733,-10724261,-2369853,-3621721,-7108491,-8820400,-9411513,-12241117,-10926292,-12172745,-11710126,-11643820,-1646141,-10726334,-12700125,-12044511,-12242662,-14609910,-15659503,-15000029,-13090746,-12761781,-9544124,-12833509,-13885679,-15332089,-16317694,-16448763,-15658214,-13550782,-11246742,-12037544,-13555160,-13554901,-14278107,-16119800,-16316919,-15328733,-12628389,-9863540,-8810855,-9075570,-10265500,-10069931,-9937314,-10593958,-10658208,-9604745,-8811112,-7757394,-7494738,-7956577,-11187641,-10399923,-9742502,-8752008,-10461600,-10001048,-11118759,-8876904,-8613991,-8548971,-10068124,-9345436,-10397611,-13620181,-16251129,-14671580,-10852755,-9865601,-9273724,-9274240,4
731,'2019/03/14 02:20:09:428',38,-397618,-1056059,-1779538,-2371432,-2768753,-3558779,-4479106,-8818593,-9804456,-9870762,-1,-1,-5,-297,-69201,-1060454,-3229558,-9079958,-9540252,-10066077,-1,-65795,-65794,-131848,-330057,-1192307,-3690631,-8751519,-10461354,-11250092,-2698818,-3819097,-7568529,-9280693,-9805758,-12701153,-11386584,-12633295,-12236214,-12235700,-1778243,-11054785,-13226208,-12570339,-12768233,-15004153,-15987954,-15394273,-13550783,-13156283,-9938368,-13227752,-14279921,-15660538,-16514559,-16645629,-16052459,-14076868,-11707549,-12431789,-14015196,-13949400,-14606558,-16316921,-16514041,-15591906,-13023403,-10390141,-9337456,-9601144,-10856867,-10595761,-10528938,-11053995,-11249830,-10065297,-9403506,-8349789,-8086875,-8548458,-11713727,-10925752,-10334380,-9146767,-11119016,-10592671,-11776431,-9469042,-9206126,-9075316,-10593955,-9871267,-10857649,-13817303,-16382458,-15131618,-11510170,-10523018,-9931140,-9931656,4
732,'2019/03/14 02:20:09:462',38,-397618,-1056059,-1779538,-2371432,-2768753,-3558779,-4479106,-8818593,-9804456,-9870762,-1,-1,-5,-297,-69201,-1060454,-3229558,-9079958,-9540252,-10066077,-1,-65795,-65794,-131848,-330057,-1192307,-3690631,-8751519,-10461354,-11250092,-2698818,-3819097,-7568529,-9280693,-9805758,-12701153,-11386584,-12633295,-12236214,-12235700,-1778243,-11054785,-13226208,-12570339,-12768233,-15004153,-15987954,-15394273,-13550783,-13156283,-9938368,-13227752,-14279921,-15660538,-16514559,-16645629,-16052459,-14076868,-11707549,-12431789,-14015196,-13949400,-14606558,-16316921,-16514041,-15591906,-13023403,-10390141,-9337456,-9601144,-10856867,-10595761,-10528938,-11053995,-11249830,-10065297,-9403506,-8349789,-8086875,-8548458,-11713727,-10925752,-10334380,-9146767,-11119016,-10592671,-11776431,-9469042,-9206126,-9075316,-10593955,-9871267,-10857649,-13817303,-16382458,-15131618,-11510170,-10523018,-9931140,-9931656,4
733,'2019/03/14 02:20:09:495',38,-595511,-1319745,-2108511,-2635633,-3164537,-4150913,-4939913,-9213352,-10133935,-10265521,-1,-1,-10,-566,-137305,-1652590,-3690366,-9474973,-9935267,-10395555,-1,-65796,-65794,-131853,-331348,-1653371,-4151438,-9146533,-10725041,-11579315,-2962249,-3950684,-7832213,-9609915,-9938117,-13030117,-11781341,-13028053,-12630973,-12565436,-1976135,-11186629,-13555173,-12899304,-12966125,-15201532,-16119798,-15591910,-13748677,-13354177,-10202053,-13425645,-14543348,-15792125,-16580352,-16711679,-16184561,-14340554,-12102565,-12629683,-14213089,-14147037,-14738401,-16382714,-16579835,-15789029,-13352369,-10785157,-9732471,-9864830,-11186603,-10925242,-10858161,-11317681,-11579309,-10460312,-9798778,-8810598,-8547685,-9009266,-12042694,-11189438,-10729396,-9541524,-11514288,-10987687,-12105653,-9864314,-9601399,-9470844,-10988969,-10200746,-11187126,-14014682,-16448508,-15329511,-11774114,-10852498,-10260620,-10261136,4
734,'2019/03/14 02:20:09:529',38,-595511,-1319745,-2108511,-2635633,-3164537,-4150913,-4939913,-9213352,-10133935,-10265521,-1,-1,-10,-566,-137305,-1652590,-3690366,-9474973,-9935267,-10395555,-1,-65796,-65794,-131853,-331348,-1653371,-4151438,-9146533,-10725041,-11579315,-2962249,-3950684,-7832213,-9609915,-9938117,-13030117,-11781341,-13028053,-12630973,-12565436,-1976135,-11186629,-13555173,-12899304,-12966125,-15201532,-16119798,-15591910,-13748677,-13354177,-10202053,-13425645,-14543348,-15792125,-16580352,-16711679,-16184561,-14340554,-12102565,-12629683,-14213089,-14147037,-14738401,-16382714,-16579835,-15789029,-13352369,-10785157,-9732471,-9864830,-11186603,-10925242,-10858161,-11317681,-11579309,-10460312,-9798778,-8810598,-8547685,-9009266,-12042694,-11189438,-10729396,-9541524,-11514288,-10987687,-12105653,-9864314,-9601399,-9470844,-10988969,-10200746,-11187126,-14014682,-16448508,-15329511,-11774114,-10852498,-10260620,-10261136,4
735,'2019/03/14 02:20:09:563',38,-595511,-1319745,-2108511,-2635633,-3164537,-4150913,-4939913,-9213352,-10133935,-10265521,-1,-1,-10,-566,-137305,-1652590,-3690366,-9474973,-9935267,-10395555,-1,-65796,-65794,-131853,-331348,-1653371,-4151438,-9146533,-10725041,-11579315,-2962249,-3950684,-7832213,-9609915,-9938117,-13030117,-11781341,-13028053,-12630973,-12565436,-1976135,-11186629,-13555173,-12899304,-12966125,-15201532,-16119798,-15591910,-13748677,-13354177,-10202053,-13425645,-14543348,-15792125,-16580352,-16711679,-16184561,-14340554,-12102565,-12629683,-14213089,-14147037,-14738401,-16382714,-16579835,-15789029,-13352369,-10785157,-9732471,-9864830,-11186603,-10925242,-10858161,-11317681,-11579309,-10460312,-9798778,-8810598,-8547685,-9009266,-12042694,-11189438,-10729396,-9541524,-11514288,-10987687,-12105653,-9864314,-9601399,-9470844,-10988969,-10200746,-11187126,-14014682,-16448508,-15329511,-11774114,-10852498,-10260620,-10261136,4
736,'2019/03/14 02:20:09:596',38,-727866,-1517385,-2306152,-2834550,-3559551,-4611719,-5335183,-9542574,-10397619,-10529206,-1,-2,-16,-1345,-336224,-2113653,-4085636,-9803938,-10198951,-10658985,-1,-66052,-65794,-197652,-332892,-2114433,-4546707,-9344939,-11054262,-11842745,-3225677,-4082526,-8095643,-9873345,-10201544,-13293288,-12044768,-13291738,-12960451,-12894658,-2108237,-11384007,-13753066,-13162731,-13294832,-15398909,-16251641,-15723754,-13946570,-13486277,-10531275,-13623279,-14740726,-15923710,-16646144,-16777216,-16316405,-14538704,-12366509,-12827575,-14344932,-14278879,-14869987,-16382715,-16645628,-15855080,-13418931,-11048842,-9930621,-9997444,-11581617,-11254463,-11122102,-11450038,-11777202,-10723997,-10128257,-9140333,-8877164,-9273210,-12240842,-11518403,-11058617,-9674138,-11843509,-11251629,-12369081,-10193538,-9865087,-9800067,-11252911,-10529712,-11450812,-14146782,-16514301,-15526890,-12103335,-11181720,-10590098,-10525078,4
737,'2019/03/14 02:20:09:630',38,-727866,-1517385,-2306152,-2834550,-3559551,-4611719,-5335183,-9542574,-10397619,-10529206,-1,-2,-16,-1345,-336224,-2113653,-4085636,-9803938,-10198951,-10658985,-1,-66052,-65794,-197652,-332892,-2114433,-4546707,-9344939,-11054262,-11842745,-3225677,-4082526,-8095643,-9873345,-10201544,-13293288,-12044768,-13291738,-12960451,-12894658,-2108237,-11384007,-13753066,-13162731,-13294832,-15398909,-16251641,-15723754,-13946570,-13486277,-10531275,-13623279,-14740726,-15923710,-16646144,-16777216,-16316405,-14538704,-12366509,-12827575,-14344932,-14278879,-14869987,-16382715,-16645628,-15855080,-13418931,-11048842,-9930621,-9997444,-11581617,-11254463,-11122102,-11450038,-11777202,-10723997,-10128257,-9140333,-8877164,-9273210,-12240842,-11518403,-11058617,-9674138,-11843509,-11251629,-12369081,-10193538,-9865087,-9800067,-11252911,-10529712,-11450812,-14146782,-16514301,-15526890,-12103335,-11181720,-10590098,-10525078,4
738,'2019/03/14 02:20:09:660',38,-991294,-1911891,-2635376,-3099006,-4086150,-5203597,-5927061,-9937331,-10792121,-10858427,-1,-3,-282,-68171,-732264,-2836861,-4743305,-10133159,-10527916,-11053486,-1,-66052,-65794,-197662,-466020,-2772104,-5138585,-9804976,-11383227,-12171965,-3488591,-4411491,-8490143,-10268101,-10465229,-13556459,-12438755,-13620702,-13354952,-13289415,-2502997,-11713229,-14016236,-13425901,-13623537,-15596031,-16382970,-15921132,-14209742,-13814985,-10991567,-13951985,-15003641,-16120831,-16711680,-16777216,-16447991,-14801878,-12761267,-13090747,-14607845,-14476258,-14936037,-16448507,-16645629,-15855337,-13616054,-11312273,-10325123,-10391945,-11910838,-11649475,-11451324,-11778746,-12171703,-11053219,-10523272,-9535349,-9272435,-9668224,-12569548,-11847368,-11387838,-10068640,-12238267,-11646387,-12632767,-10523272,-10194565,-10129289,-11647668,-10793651,-11845314,-14344161,-16579837,-15658733,-12432556,-11510942,-10919321,-10985372,4
739,'2019/03/14 02:20:09:694',38,-991294,-1911891,-2635376,-3099006,-4086150,-5203597,-5927061,-9937331,-10792121,-10858427,-1,-3,-282,-68171,-732264,-2836861,-4743305,-10133159,-10527916,-11053486,-1,-66052,-65794,-197662,-466020,-2772104,-5138585,-9804976,-11383227,-12171965,-3488591,-4411491,-8490143,-10268101,-10465229,-13556459,-12438755,-13620702,-13354952,-13289415,-2502997,-11713229,-14016236,-13425901,-13623537,-15596031,-16382970,-15921132,-14209742,-13814985,-10991567,-13951985,-15003641,-16120831,-16711680,-16777216,-16447991,-14801878,-12761267,-13090747,-14607845,-14476258,-14936037,-16448507,-16645629,-15855337,-13616054,-11312273,-10325123,-10391945,-11910838,-11649475,-11451324,-11778746,-12171703,-11053219,-10523272,-9535349,-9272435,-9668224,-12569548,-11847368,-11387838,-10068640,-12238267,-11646387,-12632767,-10523272,-10194565,-10129289,-11647668,-10793651,-11845314,-14344161,-16579837,-15658733,-12432556,-11510942,-10919321,-10985372,4
740,'2019/03/14 02:20:09:729',38,-991294,-1911891,-2635376,-3099006,-4086150,-5203597,-5927061,-9937331,-10792121,-10858427,-1,-3,-282,-68171,-732264,-2836861,-4743305,-10133159,-10527916,-11053486,-1,-66052,-65794,-197662,-466020,-2772104,-5138585,-9804976,-11383227,-12171965,-3488591,-4411491,-8490143,-10268101,-10465229,-13556459,-12438755,-13620702,-13354952,-13289415,-2502997,-11713229,-14016236,-13425901,-13623537,-15596031,-16382970,-15921132,-14209742,-13814985,-10991567,-13951985,-15003641,-16120831,-16711680,-16777216,-16447991,-14801878,-12761267,-13090747,-14607845,-14476258,-14936037,-16448507,-16645629,-15855337,-13616054,-11312273,-10325123,-10391945,-11910838,-11649475,-11451324,-11778746,-12171703,-11053219,-10523272,-9535349,-9272435,-9668224,-12569548,-11847368,-11387838,-10068640,-12238267,-11646387,-12632767,-10523272,-10194565,-10129289,-11647668,-10793651,-11845314,-14344161,-16579837,-15658733,-12432556,-11510942,-10919321,-10985372,4
741,'2019/03/14 02:20:09:761',38,-1254465,-2109272,-2767732,-3362688,-4546441,-5532560,-6256023,-10134965,-10990011,-11121596,-1,-4,-286,-69456,-1127275,-3231615,-5137805,-10461865,-10791086,-11251376,-1,-66053,-65795,-263460,-598888,-3166858,-5467548,-10068401,-11711932,-12435134,-3685969,-4608611,-8753312,-10531271,-10662862,-13753835,-12701924,-13883616,-13552587,-13487050,-2635095,-11910605,-14279150,-13623279,-13820914,-15727359,-16514299,-15987181,-14341584,-13946826,-11189200,-14214642,-15135225,-16186623,-16777216,-16777216,-16513784,-14999256,-13024438,-13288124,-14804966,-14607843,-15067622,-16448507,-16645629,-15920874,-13682103,-11575443,-10457220,-10589579,-12239544,-11912901,-11780030,-12041916,-12369592,-11250853,-10721163,-9798776,-9535861,-9865857,-12767183,-12045002,-11585216,-10397345,-12501438,-11975349,-12961473,-10786442,-10457735,-10392715,-11976629,-11056822,-12108485,-14541538,-16645630,-15790318,-12695728,-11774368,-11182748,-11183262,4
742,'2019/03/14 02:20:09:794',38,-1254465,-2109272,-2767732,-3362688,-4546441,-5532560,-6256023,-10134965,-10990011,-11121596,-1,-4,-286,-69456,-1127275,-3231615,-5137805,-10461865,-10791086,-11251376,-1,-66053,-65795,-263460,-598888,-3166858,-5467548,-10068401,-11711932,-12435134,-3685969,-4608611,-8753312,-10531271,-10662862,-13753835,-12701924,-13883616,-13552587,-13487050,-2635095,-11910605,-14279150,-13623279,-13820914,-15727359,-16514299,-15987181,-14341584,-13946826,-11189200,-14214642,-15135225,-16186623,-16777216,-16777216,-16513784,-14999256,-13024438,-13288124,-14804966,-14607843,-15067622,-16448507,-16645629,-15920874,-13682103,-11575443,-10457220,-10589579,-12239544,-11912901,-11780030,-12041916,-12369592,-11250853,-10721163,-9798776,-9535861,-9865857,-12767183,-12045002,-11585216,-10397345,-12501438,-11975349,-12961473,-10786442,-10457735,-10392715,-11976629,-11056822,-12108485,-14541538,-16645630,-15790318,-12695728,-11774368,-11182748,-11183262,4
743,'2019/03/14 02:20:09:830',38,-1254463,-2109270,-2767730,-3362942,-4546693,-5598349,-6256020,-10200754,-11055801,-11187386,-1,-3,-285,-69454,-1061737,-3231612,-5137803,-10396584,-10791340,-11317166,-1,-66053,-65795,-197921,-598885,-3232391,-5467546,-10068656,-11712187,-12435389,-3686224,-4608611,-8687775,-10531525,-10662860,-13753834,-12702179,-13883872,-13553099,-13553098,-2635093,-11910860,-14279403,-13689069,-13821169,-15727614,-16514555,-15987181,-14407119,-14012361,-11254991,-14214897,-15201017,-16252159,-16777216,-16777216,-16514040,-14999511,-13024692,-13157051,-14805221,-14542306,-15067621,-16448507,-16645628,-15920872,-13682101,-11575696,-10457475,-10589578,-12240055,-11913157,-11780541,-12042427,-12435384,-11316644,-10721418,-9864566,-9536116,-9931648,-12832972,-12045512,-11585726,-10397600,-12567229,-12041140,-12961728,-10852233,-10457990,-10392970,-11911605,-11122868,-12174786,-14541794,-16645630,-15856110,-12696239,-11840416,-11248539,-11249309,4
744,'2019/03/14 02:20:09:863',38,-1254463,-2109270,-2767730,-3362942,-4546693,-5598349,-6256020,-10200754,-11055801,-11187386,-1,-3,-285,-69454,-1061737,-3231612,-5137803,-10396584,-10791340,-11317166,-1,-66053,-65795,-197921,-598885,-3232391,-5467546,-10068656,-11712187,-12435389,-3686224,-4608611,-8687775,-10531525,-10662860,-13753834,-12702179,-13883872,-13553099,-13553098,-2635093,-11910860,-14279403,-13689069,-13821169,-15727614,-16514555,-15987181,-14407119,-14012361,-11254991,-14214897,-15201017,-16252159,-16777216,-16777216,-16514040,-14999511,-13024692,-13157051,-14805221,-14542306,-15067621,-16448507,-16645628,-15920872,-13682101,-11575696,-10457475,-10589578,-12240055,-11913157,-11780541,-12042427,-12435384,-11316644,-10721418,-9864566,-9536116,-9931648,-12832972,-12045512,-11585726,-10397600,-12567229,-12041140,-12961728,-10852233,-10457990,-10392970,-11911605,-11122868,-12174786,-14541794,-16645630,-15856110,-12696239,-11840416,-11248539,-11249309,4
745,'2019/03/14 02:20:09:897',38,-1254463,-2109270,-2767730,-3362942,-4546693,-5598349,-6256020,-10200754,-11055801,-11187386,-1,-3,-285,-69454,-1061737,-3231612,-5137803,-10396584,-10791340,-11317166,-1,-66053,-65795,-197921,-598885,-3232391,-5467546,-10068656,-11712187,-12435389,-3686224,-4608611,-8687775,-10531525,-10662860,-13753834,-12702179,-13883872,-13553099,-13553098,-2635093,-11910860,-14279403,-13689069,-13821169,-15727614,-16514555,-15987181,-14407119,-14012361,-11254991,-14214897,-15201017,-16252159,-16777216,-16777216,-16514040,-14999511,-13024692,-13157051,-14805221,-14542306,-15067621,-16448507,-16645628,-15920872,-13682101,-11575696,-10457475,-10589578,-12240055,-11913157,-11780541,-12042427,-12435384,-11316644,-10721418,-9864566,-9536116,-9931648,-12832972,-12045512,-11585726,-10397600,-12567229,-12041140,-12961728,-10852233,-10457990,-10392970,-11911605,-11122868,-12174786,-14541794,-16645630,-15856110,-12696239,-11840416,-11248539,-11249309,4
746,'2019/03/14 02:20:09:929',38,-1517379,-2372191,-3031415,-3757444,-5006732,-5992851,-6716058,-10463672,-11318717,-11385025,-1,-6,-549,-136534,-1587823,-3757442,-5466768,-10659501,-11054256,-11580084,-1,-131589,-66051,-263723,-862828,-3758221,-5927582,-10397107,-12040639,-12698307,-3883347,-4805989,-8950691,-10794186,-10926032,-14016492,-12899301,-14146787,-13816014,-13816014,-2963802,-12173776,-14476527,-13886192,-14018036,-15858687,-16580092,-16052975,-14604498,-14143949,-11517906,-14412019,-15332346,-16317951,-16777216,-16777216,-16579834,-15131098,-13221815,-13353918,-14936807,-14673636,-15133415,-16448507,-16645629,-15986923,-13945274,-11904406,-10851978,-10852752,-12568509,-12176073,-12108994,-12305088,-12632509,-11579561,-11050129,-10127740,-9864825,-10195077,-13030097,-12373708,-11848643,-10660517,-12830146,-12238776,-13159110,-11049871,-10786699,-10655887,-12305593,-11385785,-12437447,-14673125,-16645630,-15987439,-12959154,-12103332,-11511711,-11512227,4
747,'2019/03/14 02:20:09:963',38,-1517379,-2372191,-3031415,-3757444,-5006732,-5992851,-6716058,-10463672,-11318717,-11385025,-1,-6,-549,-136534,-1587823,-3757442,-5466768,-10659501,-11054256,-11580084,-1,-131589,-66051,-263723,-862828,-3758221,-5927582,-10397107,-12040639,-12698307,-3883347,-4805989,-8950691,-10794186,-10926032,-14016492,-12899301,-14146787,-13816014,-13816014,-2963802,-12173776,-14476527,-13886192,-14018036,-15858687,-16580092,-16052975,-14604498,-14143949,-11517906,-14412019,-15332346,-16317951,-16777216,-16777216,-16579834,-15131098,-13221815,-13353918,-14936807,-14673636,-15133415,-16448507,-16645629,-15986923,-13945274,-11904406,-10851978,-10852752,-12568509,-12176073,-12108994,-12305088,-12632509,-11579561,-11050129,-10127740,-9864825,-10195077,-13030097,-12373708,-11848643,-10660517,-12830146,-12238776,-13159110,-11049871,-10786699,-10655887,-12305593,-11385785,-12437447,-14673125,-16645630,-15987439,-12959154,-12103332,-11511711,-11512227,4
748,'2019/03/14 02:20:09:995',38,-1715013,-2504035,-3164026,-4021125,-5335693,-6321813,-6979484,-10661306,-11516351,-11713730,-1,-8,-809,-203609,-1982577,-4086660,-5927057,-10922669,-11317427,-11909301,-1,-131845,-66051,-263985,-1061230,-4087184,-6256800,-10660278,-12238273,-12961476,-3949396,-5069416,-9213860,-10992075,-11188945,-14148076,-13030886,-14343909,-14078929,-14013392,-3227231,-12437203,-14673903,-14083568,-14280948,-15990015,-16645884,-16118767,-14670547,-14275789,-11781076,-14609396,-15463931,-16383487,-16777216,-16777216,-16645626,-15262683,-13287864,-13485758,-15068136,-14805220,-15264744,-16514043,-16645629,-15987179,-14142653,-12102297,-11115661,-11116178,-12766142,-12504523,-12306627,-12502720,-12830141,-11842987,-11248018,-10325374,-10062460,-10392456,-13293265,-12636621,-12177093,-10858150,-13093572,-12567740,-13422022,-11313041,-10984334,-10853521,-12634299,-11648954,-12635081,-14804709,-16711423,-16053488,-13222069,-12300966,-11775137,-11775397,4
749,'2019/03/14 02:20:10:030',38,-1715013,-2504035,-3164026,-4021125,-5335693,-6321813,-6979484,-10661306,-11516351,-11713730,-1,-8,-809,-203609,-1982577,-4086660,-5927057,-10922669,-11317427,-11909301,-1,-131845,-66051,-263985,-1061230,-4087184,-6256800,-10660278,-12238273,-12961476,-3949396,-5069416,-9213860,-10992075,-11188945,-14148076,-13030886,-14343909,-14078929,-14013392,-3227231,-12437203,-14673903,-14083568,-14280948,-15990015,-16645884,-16118767,-14670547,-14275789,-11781076,-14609396,-15463931,-16383487,-16777216,-16777216,-16645626,-15262683,-13287864,-13485758,-15068136,-14805220,-15264744,-16514043,-16645629,-15987179,-14142653,-12102297,-11115661,-11116178,-12766142,-12504523,-12306627,-12502720,-12830141,-11842987,-11248018,-10325374,-10062460,-10392456,-13293265,-12636621,-12177093,-10858150,-13093572,-12567740,-13422022,-11313041,-10984334,-10853521,-12634299,-11648954,-12635081,-14804709,-16711423,-16053488,-13222069,-12300966,-11775137,-11775397,4
750,'2019/03/14 02:20:11:100',39,-1188151,-1977413,-2701154,-3295857,-4348537,-5400448,-6255242,-10134441,-10923695,-11186610,-1,-2,-272,-68411,-929113,-3033710,-5137279,-10330014,-10790306,-11185317,-1,-66052,-65794,-263446,-597846,-3100283,-5532558,-9936548,-10922670,-13158851,-3422277,-5003622,-8753048,-10465471,-10793670,-13753574,-11583444,-13884649,-15923194,-15987697,-2831950,-12502221,-14147558,-13491687,-14083309,-16318207,-16580352,-16777216,-16777214,-16711420,-10332347,-14017258,-14346218,-15988468,-16513780,-16711421,-16777215,-16777214,-16777213,-16447988,-15068400,-14804965,-13818057,-10722176,-10397329,-11844783,-14409430,-14474965,-12959151,-10391419,-13227479,-11713972,-11842976,-11118226,-10069401,-10532009,-9871767,-11646892,-13226184,-12169893,-13358547,-10924455,-12239024,-10462867,-9871766,-10466729,-10858923,-14803676,-13552321,-11971743,-16645887,-15725296,-14935516,-13554632,-13094596,-14672865,-16514300,-16645371,-15921387,-15131869,4
751,'2019/03/14 02:20:11:134',39,-1188151,-1977413,-2701154,-3295857,-4348537,-5400448,-6255242,-10134441,-10923695,-11186610,-1,-2,-272,-68411,-929113,-3033710,-5137279,-10330014,-10790306,-11185317,-1,-66052,-65794,-263446,-597846,-3100283,-5532558,-9936548,-10922670,-13158851,-3422277,-5003622,-8753048,-10465471,-10793670,-13753574,-11583444,-13884649,-15923194,-15987697,-2831950,-12502221,-14147558,-13491687,-14083309,-16318207,-16580352,-16777216,-16777214,-16711420,-10332347,-14017258,-14346218,-15988468,-16513780,-16711421,-16777215,-16777214,-16777213,-16447988,-15068400,-14804965,-13818057,-10722176,-10397329,-11844783,-14409430,-14474965,-12959151,-10391419,-13227479,-11713972,-11842976,-11118226,-10069401,-10532009,-9871767,-11646892,-13226184,-12169893,-13358547,-10924455,-12239024,-10462867,-9871766,-10466729,-10858923,-14803676,-13552321,-11971743,-16645887,-15725296,-14935516,-13554632,-13094596,-14672865,-16514300,-16645371,-15921387,-15131869,4
