@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
1783,'2019/03/14 02:26:49:174',98,-66051,-529947,-265236,-1383460,-8424338,-10336195,-10532799,-9679293,-13031908,-16120312,-198926,-1451827,-726819,-790292,-13029329,-7509413,-8231845,-7708340,-9090761,-11979737,-529441,-1780541,-1253169,-263432,-5923434,-13884638,-12241616,-12375006,-14806516,-10464700,-793903,-1385786,-2174790,-3552053,-4867654,-6381410,-10526882,-15856628,-15133422,-8422803,-67347,-396308,-5331813,-5656397,-5721931,-5787982,-6380379,-8749958,-12896718,-7567494,-1712426,-1053722,-3292222,-5591375,-5196101,-5327944,-6182741,-6577759,-8882060,-7436422,-4607321,-5201265,-5729927,-5593956,-5261640,-5656398,-5920084,-6249051,-6644067,-7697269,-3949651,-3686736,-7372688,-7041403,-5722965,-6117722,-6511967,-7759477,-7826805,-7631476,-67604,-66833,-726563,-1713457,-2568250,-4607319,-6119789,-7237758,-7369856,-8554384,-67343,-258,-67085,-662054,-1978432,-1582896,-3226952,-4871520,-5989745,-6516344,2
1784,'2019/03/14 02:26:49:208',98,-66051,-529947,-265236,-1383460,-8424338,-10336195,-10532799,-9679293,-13031908,-16120312,-198926,-1451827,-726819,-790292,-13029329,-7509413,-8231845,-7708340,-9090761,-11979737,-529441,-1780541,-1253169,-263432,-5923434,-13884638,-12241616,-12375006,-14806516,-10464700,-793903,-1385786,-2174790,-3552053,-4867654,-6381410,-10526882,-15856628,-15133422,-8422803,-67347,-396308,-5331813,-5656397,-5721931,-5787982,-6380379,-8749958,-12896718,-7567494,-1712426,-1053722,-3292222,-5591375,-5196101,-5327944,-6182741,-6577759,-8882060,-7436422,-4607321,-5201265,-5729927,-5593956,-5261640,-5656398,-5920084,-6249051,-6644067,-7697269,-3949651,-3686736,-7372688,-7041403,-5722965,-6117722,-6511967,-7759477,-7826805,-7631476,-67604,-66833,-726563,-1713457,-2568250,-4607319,-6119789,-7237758,-7369856,-8554384,-67343,-258,-67085,-662054,-1978432,-1582896,-3226952,-4871520,-5989745,-6516344,2
1785,'2019/03/14 02:26:49:243',98,-66051,-529947,-265236,-1383460,-8424338,-10336195,-10532799,-9679293,-13031908,-16120312,-198926,-1451827,-726819,-790292,-13029329,-7509413,-8231845,-7708340,-9090761,-11979737,-529441,-1780541,-1253169,-263432,-5923434,-13884638,-12241616,-12375006,-14806516,-10464700,-793903,-1385786,-2174790,-3552053,-4867654,-6381410,-10526882,-15856628,-15133422,-8422803,-67347,-396308,-5331813,-5656397,-5721931,-5787982,-6380379,-8749958,-12896718,-7567494,-1712426,-1053722,-3292222,-5591375,-5196101,-5327944,-6182741,-6577759,-8882060,-7436422,-4607321,-5201265,-5729927,-5593956,-5261640,-5656398,-5920084,-6249051,-6644067,-7697269,-3949651,-3686736,-7372688,-7041403,-5722965,-6117722,-6511967,-7759477,-7826805,-7631476,-67604,-66833,-726563,-1713457,-2568250,-4607319,-6119789,-7237758,-7369856,-8554384,-67343,-258,-67085,-662054,-1978432,-1582896,-3226952,-4871520,-5989745,-6516344,2
1786,'2019/03/14 02:26:49:274',98,-66051,-529947,-265236,-1383459,-8358546,-10401732,-10598336,-9679294,-13032164,-16120312,-198925,-1451827,-726818,-790292,-13029329,-7509157,-8231845,-7708340,-9091017,-11979737,-529441,-1780541,-1253169,-263432,-5989226,-13884639,-12241359,-12374749,-14806516,-10464700,-793904,-1385786,-2174790,-3552053,-4867654,-6381410,-10526882,-15856628,-15133422,-8422803,-67347,-396052,-5331813,-5656396,-5721931,-5787982,-6380378,-8749958,-12962254,-7567494,-1712426,-1053722,-3292222,-5591375,-5130565,-5327944,-6117205,-6512223,-8882060,-7436422,-4607065,-5201264,-5729927,-5528164,-5261639,-5656398,-5985620,-6249051,-6644067,-7697269,-3949651,-3686736,-7372687,-6975867,-5722964,-6117721,-6511967,-7693941,-7761269,-7631477,-67605,-66833,-726562,-1713458,-2568249,-4607063,-6119789,-7237758,-7369856,-8554384,-67343,-258,-67084,-662053,-1978432,-1582640,-3226952,-4871520,-5989745,-6516344,2
1787,'2019/03/14 02:26:49:308',98,-66051,-529947,-265236,-1383459,-8358546,-10401732,-10598336,-9679294,-13032164,-16120312,-198925,-1451827,-726818,-790292,-13029329,-7509157,-8231845,-7708340,-9091017,-11979737,-529441,-1780541,-1253169,-263432,-5989226,-13884639,-12241359,-12374749,-14806516,-10464700,-793904,-1385786,-2174790,-3552053,-4867654,-6381410,-10526882,-15856628,-15133422,-8422803,-67347,-396052,-5331813,-5656396,-5721931,-5787982,-6380378,-8749958,-12962254,-7567494,-1712426,-1053722,-3292222,-5591375,-5130565,-5327944,-6117205,-6512223,-8882060,-7436422,-4607065,-5201264,-5729927,-5528164,-5261639,-5656398,-5985620,-6249051,-6644067,-7697269,-3949651,-3686736,-7372687,-6975867,-5722964,-6117721,-6511967,-7693941,-7761269,-7631477,-67605,-66833,-726562,-1713458,-2568249,-4607063,-6119789,-7237758,-7369856,-8554384,-67343,-258,-67084,-662053,-1978432,-1582640,-3226952,-4871520,-5989745,-6516344,2
1788,'2019/03/14 02:26:53:253',99,-3355166,-5596502,-7110781,-6719891,-8495532,-14016739,-15856883,-12896457,-9212824,-6449522,-8949114,-6124916,-7375501,-7510690,-6918302,-9217973,-9611960,-8161172,-5988718,-5988718,-6646374,-11384237,-9347235,-8035239,-9810365,-13425889,-11781068,-7173763,-5725033,-5330532,-596524,-2635594,-9213598,-14606816,-16185847,-16448506,-12435394,-6645617,-5329759,-5659238,-66833,-330259,-5266278,-6183256,-10066070,-15396075,-14474973,-6579309,-5197916,-7567231,-1580840,-1053721,-3226429,-5657169,-5327945,-7039078,-12764355,-9408920,-5658723,-5856616,-4475736,-5135471,-5664134,-5528164,-5261896,-5722448,-6183256,-8223612,-8027525,-6449524,-3818064,-3620684,-7306895,-6975867,-5723220,-6183514,-6643553,-7891062,-7958648,-8355200,-66576,-66059,-594462,-1581869,-2436663,-4541526,-6120045,-7303551,-7370112,-8685969,-66827,-258,-66570,-530210,-1781309,-1451309,-3095622,-4805983,-5924209,-6516345,3
1789,'2019/03/14 02:26:53:287',99,-3355166,-5596502,-7110781,-6719891,-8495532,-14016739,-15856883,-12896457,-9212824,-6449522,-8949114,-6124916,-7375501,-7510690,-6918302,-9217973,-9611960,-8161172,-5988718,-5988718,-6646374,-11384237,-9347235,-8035239,-9810365,-13425889,-11781068,-7173763,-5725033,-5330532,-596524,-2635594,-9213598,-14606816,-16185847,-16448506,-12435394,-6645617,-5329759,-5659238,-66833,-330259,-5266278,-6183256,-10066070,-15396075,-14474973,-6579309,-5197916,-7567231,-1580840,-1053721,-3226429,-5657169,-5327945,-7039078,-12764355,-9408920,-5658723,-5856616,-4475736,-5135471,-5664134,-5528164,-5261896,-5722448,-6183256,-8223612,-8027525,-6449524,-3818064,-3620684,-7306895,-6975867,-5723220,-6183514,-6643553,-7891062,-7958648,-8355200,-66576,-66059,-594462,-1581869,-2436663,-4541526,-6120045,-7303551,-7370112,-8685969,-66827,-258,-66570,-530210,-1781309,-1451309,-3095622,-4805983,-5924209,-6516345,3
1790,'2019/03/14 02:26:53:318',99,-3355166,-5596502,-7110781,-6719891,-8495532,-14016739,-15856883,-12896457,-9212824,-6449522,-8949114,-6124916,-7375501,-7510690,-6918302,-9217973,-9611960,-8161172,-5988718,-5988718,-6646374,-11384237,-9347235,-8035239,-9810365,-13425889,-11781068,-7173763,-5725033,-5330532,-596524,-2635594,-9213598,-14606816,-16185847,-16448506,-12435394,-6645617,-5329759,-5659238,-66833,-330259,-5266278,-6183256,-10066070,-15396075,-14474973,-6579309,-5197916,-7567231,-1580840,-1053721,-3226429,-5657169,-5327945,-7039078,-12764355,-9408920,-5658723,-5856616,-4475736,-5135471,-5664134,-5528164,-5261896,-5722448,-6183256,-8223612,-8027525,-6449524,-3818064,-3620684,-7306895,-6975867,-5723220,-6183514,-6643553,-7891062,-7958648,-8355200,-66576,-66059,-594462,-1581869,-2436663,-4541526,-6120045,-7303551,-7370112,-8685969,-66827,-258,-66570,-530210,-1781309,-1451309,-3095622,-4805983,-5924209,-6516345,3
1791,'2019/03/14 02:26:53:351',99,-3355423,-5596245,-7110781,-6719891,-8495532,-14016739,-15791347,-12830921,-9212824,-6449521,-8883578,-6124916,-7309965,-7510690,-6852765,-9217973,-9611960,-8161172,-5988462,-5923438,-6778216,-11384237,-9281698,-7969703,-9810365,-13425633,-11781068,-7173763,-5725033,-5330532,-596524,-2701387,-9279390,-14672352,-16185847,-16448506,-12435394,-6645617,-5329758,-5593446,-66832,-330259,-5266278,-6183256,-10066070,-15396075,-14474974,-6579309,-5197916,-7501182,-1580840,-1053721,-3160893,-5657169,-5262409,-7039078,-12764356,-9343384,-5658723,-5856616,-4475735,-5069935,-5664134,-5528164,-5261896,-5722448,-6183256,-8223612,-8027525,-6449523,-3818064,-3555149,-7306639,-6975866,-5723220,-6183514,-6643553,-7891062,-7958648,-8289664,-66576,-524,-594461,-1581869,-2436663,-4541526,-6120044,-7303550,-7370112,-8685969,-66827,-258,-66569,-530210,-1846845,-1451309,-3095622,-4805983,-5924208,-6516344,3
1792,'2019/03/14 02:26:53:387',99,-3355423,-5596245,-7110781,-6719891,-8495532,-14016739,-15791347,-12830921,-9212824,-6449521,-8883578,-6124916,-7309965,-7510690,-6852765,-9217973,-9611960,-8161172,-5988462,-5923438,-6778216,-11384237,-9281698,-7969703,-9810365,-13425633,-11781068,-7173763,-5725033,-5330532,-596524,-2701387,-9279390,-14672352,-16185847,-16448506,-12435394,-6645617,-5329758,-5593446,-66832,-330259,-5266278,-6183256,-10066070,-15396075,-14474974,-6579309,-5197916,-7501182,-1580840,-1053721,-3160893,-5657169,-5262409,-7039078,-12764356,-9343384,-5658723,-5856616,-4475735,-5069935,-5664134,-5528164,-5261896,-5722448,-6183256,-8223612,-8027525,-6449523,-3818064,-3555149,-7306639,-6975866,-5723220,-6183514,-6643553,-7891062,-7958648,-8289664,-66576,-524,-594461,-1581869,-2436663,-4541526,-6120044,-7303550,-7370112,-8685969,-66827,-258,-66569,-530210,-1846845,-1451309,-3095622,-4805983,-5924208,-6516344,3
1793,'2019/03/14 02:26:53:420',99,-3420959,-5596244,-7176317,-6719891,-8495532,-14016739,-15791347,-12830921,-9212824,-6449521,-8883577,-6124915,-7309965,-7510690,-6918301,-9217973,-9611960,-8226708,-5988718,-5988718,-6975594,-11384238,-9215906,-7969703,-9744829,-13425633,-11781068,-7173763,-5725033,-5330532,-596524,-2832715,-9410976,-14672609,-16251383,-16448506,-12500930,-6645617,-5329758,-5593445,-66832,-264723,-5266278,-6183257,-10131864,-15461867,-14474974,-6579309,-5198171,-7435645,-1581096,-1053721,-3160893,-5657169,-5262409,-7039335,-12830148,-9343384,-5658979,-5856615,-4475735,-5135471,-5664134,-5528164,-5261897,-5722448,-6183256,-8223612,-7962245,-6449524,-3818064,-3555149,-7241358,-6975867,-5723221,-6183514,-6643554,-7891063,-7958648,-8289664,-66576,-66059,-594462,-1581869,-2436663,-4541526,-6120045,-7303551,-7370113,-8685969,-66827,-258,-66569,-464674,-1781309,-1451053,-3095622,-4805727,-5924208,-6516345,3
1794,'2019/03/14 02:26:53:454',99,-3420959,-5596244,-7176317,-6719891,-8495532,-14016739,-15791347,-12830921,-9212824,-6449521,-8883577,-6124915,-7309965,-7510690,-6918301,-9217973,-9611960,-8226708,-5988718,-5988718,-6975594,-11384238,-9215906,-7969703,-9744829,-13425633,-11781068,-7173763,-5725033,-5330532,-596524,-2832715,-9410976,-14672609,-16251383,-16448506,-12500930,-6645617,-5329758,-5593445,-66832,-264723,-5266278,-6183257,-10131864,-15461867,-14474974,-6579309,-5198171,-7435645,-1581096,-1053721,-3160893,-5657169,-5262409,-7039335,-12830148,-9343384,-5658979,-5856615,-4475735,-5135471,-5664134,-5528164,-5261897,-5722448,-6183256,-8223612,-7962245,-6449524,-3818064,-3555149,-7241358,-6975867,-5723221,-6183514,-6643554,-7891063,-7958648,-8289664,-66576,-66059,-594462,-1581869,-2436663,-4541526,-6120045,-7303551,-7370113,-8685969,-66827,-258,-66569,-464674,-1781309,-1451053,-3095622,-4805727,-5924208,-6516345,3
1795,'2019/03/14 02:26:53:487',99,-3420959,-5596244,-7176317,-6719891,-8495532,-14016739,-15791347,-12830921,-9212824,-6449521,-8883577,-6124915,-7309965,-7510690,-6918301,-9217973,-9611960,-8226708,-5988718,-5988718,-6975594,-11384238,-9215906,-7969703,-9744829,-13425633,-11781068,-7173763,-5725033,-5330532,-596524,-2832715,-9410976,-14672609,-16251383,-16448506,-12500930,-6645617,-5329758,-5593445,-66832,-264723,-5266278,-6183257,-10131864,-15461867,-14474974,-6579309,-5198171,-7435645,-1581096,-1053721,-3160893,-5657169,-5262409,-7039335,-12830148,-9343384,-5658979,-5856615,-4475735,-5135471,-5664134,-5528164,-5261897,-5722448,-6183256,-8223612,-7962245,-6449524,-3818064,-3555149,-7241358,-6975867,-5723221,-6183514,-6643554,-7891063,-7958648,-8289664,-66576,-66059,-594462,-1581869,-2436663,-4541526,-6120045,-7303551,-7370113,-8685969,-66827,-258,-66569,-464674,-1781309,-1451053,-3095622,-4805727,-5924208,-6516345,3
1796,'2019/03/14 02:26:53:520',99,-3420959,-5596244,-7110781,-6719892,-8495533,-14082276,-15791347,-12830665,-9212824,-6449521,-8817785,-6124915,-7375502,-7510690,-6852766,-9217974,-9611960,-8226708,-5923183,-5923182,-7106924,-11384238,-9150369,-7903910,-9744829,-13425633,-11781068,-7239299,-5725033,-5330532,-530988,-2898508,-9542305,-14738401,-16251383,-16448505,-12500931,-6645618,-5329759,-5527652,-66833,-264722,-5266278,-6183513,-10131864,-15461867,-14474974,-6579309,-5198171,-7369595,-1581097,-1053721,-3226429,-5657169,-5327945,-7039336,-12830149,-9409176,-5658723,-5856615,-4475735,-5135470,-5664134,-5528164,-5261896,-5722448,-6183256,-8223613,-8027781,-6449524,-3818064,-3555148,-7241358,-6975866,-5723220,-6117978,-6643553,-7891062,-7958648,-8355199,-66576,-66059,-594461,-1581869,-2436663,-4541525,-6119789,-7303550,-7370112,-8620433,-66827,-258,-66569,-464674,-1781309,-1385517,-3095622,-4805983,-5924208,-6516345,3
1797,'2019/03/14 02:26:53:555',99,-3420959,-5596244,-7110781,-6719892,-8495533,-14082276,-15791347,-12830665,-9212824,-6449521,-8817785,-6124915,-7375502,-7510690,-6852766,-9217974,-9611960,-8226708,-5923183,-5923182,-7106924,-11384238,-9150369,-7903910,-9744829,-13425633,-11781068,-7239299,-5725033,-5330532,-530988,-2898508,-9542305,-14738401,-16251383,-16448505,-12500931,-6645618,-5329759,-5527652,-66833,-264722,-5266278,-6183513,-10131864,-15461867,-14474974,-6579309,-5198171,-7369595,-1581097,-1053721,-3226429,-5657169,-5327945,-7039336,-12830149,-9409176,-5658723,-5856615,-4475735,-5135470,-5664134,-5528164,-5261896,-5722448,-6183256,-8223613,-8027781,-6449524,-3818064,-3555148,-7241358,-6975866,-5723220,-6117978,-6643553,-7891062,-7958648,-8355199,-66576,-66059,-594461,-1581869,-2436663,-4541525,-6119789,-7303550,-7370112,-8620433,-66827,-258,-66569,-464674,-1781309,-1385517,-3095622,-4805983,-5924208,-6516345,3
1798,'2019/03/14 02:26:53:588',99,-3355423,-5596244,-7110781,-6720147,-8626604,-14082532,-15791347,-12765128,-9212568,-6449521,-8752249,-6124915,-7375501,-7510690,-6852765,-9283510,-9611960,-8161172,-5988462,-5988718,-7238253,-11384238,-9150113,-7903910,-9744829,-13425633,-11715532,-7173763,-5725033,-5330532,-530988,-2964300,-9542561,-14738402,-16251383,-16448505,-12500930,-6645617,-5329759,-5527909,-66832,-330258,-5266277,-6183257,-10132121,-15461868,-14474974,-6579309,-5198172,-7369852,-1580840,-1053465,-3160893,-5657169,-5262409,-7039336,-12895685,-9408921,-5658978,-5856615,-4475736,-5135471,-5664134,-5528164,-5261896,-5722448,-6117720,-8223613,-8027781,-6449524,-3818064,-3620685,-7241358,-6975867,-5723220,-6183514,-6643553,-7891062,-7958648,-8355199,-66576,-523,-594462,-1581869,-2436663,-4541525,-6120044,-7303551,-7370113,-8620433,-66827,-258,-66569,-530210,-1846589,-1385517,-3095622,-4805983,-5924464,-6581880,3
1799,'2019/03/14 02:26:53:621',99,-3355423,-5596244,-7110781,-6720147,-8626604,-14082532,-15791347,-12765128,-9212568,-6449521,-8752249,-6124915,-7375501,-7510690,-6852765,-9283510,-9611960,-8161172,-5988462,-5988718,-7238253,-11384238,-9150113,-7903910,-9744829,-13425633,-11715532,-7173763,-5725033,-5330532,-530988,-2964300,-9542561,-14738402,-16251383,-16448505,-12500930,-6645617,-5329759,-5527909,-66832,-330258,-5266277,-6183257,-10132121,-15461868,-14474974,-6579309,-5198172,-7369852,-1580840,-1053465,-3160893,-5657169,-5262409,-7039336,-12895685,-9408921,-5658978,-5856615,-4475736,-5135471,-5664134,-5528164,-5261896,-5722448,-6117720,-8223613,-8027781,-6449524,-3818064,-3620685,-7241358,-6975867,-5723220,-6183514,-6643553,-7891062,-7958648,-8355199,-66576,-523,-594462,-1581869,-2436663,-4541525,-6120044,-7303551,-7370113,-8620433,-66827,-258,-66569,-530210,-1846589,-1385517,-3095622,-4805983,-5924464,-6581880,3
1800,'2019/03/14 02:26:53:655',99,-3355423,-5596244,-7110781,-6720147,-8626604,-14082532,-15791347,-12765128,-9212568,-6449521,-8752249,-6124915,-7375501,-7510690,-6852765,-9283510,-9611960,-8161172,-5988462,-5988718,-7238253,-11384238,-9150113,-7903910,-9744829,-13425633,-11715532,-7173763,-5725033,-5330532,-530988,-2964300,-9542561,-14738402,-16251383,-16448505,-12500930,-6645617,-5329759,-5527909,-66832,-330258,-5266277,-6183257,-10132121,-15461868,-14474974,-6579309,-5198172,-7369852,-1580840,-1053465,-3160893,-5657169,-5262409,-7039336,-12895685,-9408921,-5658978,-5856615,-4475736,-5135471,-5664134,-5528164,-5261896,-5722448,-6117720,-8223613,-8027781,-6449524,-3818064,-3620685,-7241358,-6975867,-5723220,-6183514,-6643553,-7891062,-7958648,-8355199,-66576,-523,-594462,-1581869,-2436663,-4541525,-6120044,-7303551,-7370113,-8620433,-66827,-258,-66569,-530210,-1846589,-1385517,-3095622,-4805983,-5924464,-6581880,3
1801,'2019/03/14 02:26:53:687',99,-3355423,-5596244,-7110780,-6720148,-8561069,-14148068,-15791346,-12765129,-9212568,-6449522,-8752249,-6190451,-7309965,-7445154,-6852509,-9283766,-9611960,-8161172,-5923182,-5988718,-7238253,-11384237,-9150112,-7903910,-9744830,-13425633,-11715275,-7173762,-5725032,-5330532,-530988,-2898764,-9542561,-14738402,-16251383,-16448505,-12435394,-6580082,-5329503,-5593189,-66832,-330258,-5266278,-6248793,-10132121,-15461868,-14474718,-6579309,-5198171,-7369852,-1580840,-1053721,-3160893,-5657169,-5327945,-7104872,-12895941,-9343384,-5658722,-5856615,-4475735,-5135470,-5664134,-5528164,-5261897,-5722448,-6183256,-8223613,-8027781,-6449524,-3818064,-3555148,-7241358,-6975866,-5723220,-6183514,-6643553,-7891063,-7958648,-8355200,-66576,-66059,-594461,-1581870,-2436663,-4541525,-6119789,-7303551,-7370113,-8620433,-66827,-258,-66569,-530210,-1781053,-1451053,-3095622,-4805982,-5924464,-6581880,3
1802,'2019/03/14 02:26:53:721',99,-3355423,-5596244,-7110780,-6720148,-8561069,-14148068,-15791346,-12765129,-9212568,-6449522,-8752249,-6190451,-7309965,-7445154,-6852509,-9283766,-9611960,-8161172,-5923182,-5988718,-7238253,-11384237,-9150112,-7903910,-9744830,-13425633,-11715275,-7173762,-5725032,-5330532,-530988,-2898764,-9542561,-14738402,-16251383,-16448505,-12435394,-6580082,-5329503,-5593189,-66832,-330258,-5266278,-6248793,-10132121,-15461868,-14474718,-6579309,-5198171,-7369852,-1580840,-1053721,-3160893,-5657169,-5327945,-7104872,-12895941,-9343384,-5658722,-5856615,-4475735,-5135470,-5664134,-5528164,-5261897,-5722448,-6183256,-8223613,-8027781,-6449524,-3818064,-3555148,-7241358,-6975866,-5723220,-6183514,-6643553,-7891063,-7958648,-8355200,-66576,-66059,-594461,-1581870,-2436663,-4541525,-6119789,-7303551,-7370113,-8620433,-66827,-258,-66569,-530210,-1781053,-1451053,-3095622,-4805982,-5924464,-6581880,3
1803,'2019/03/14 02:26:53:756',99,-3289630,-5596245,-7110525,-6785941,-8560812,-14279653,-15791346,-12699335,-9146776,-6449522,-8686457,-6256245,-7309966,-7379361,-6786716,-9415095,-9611704,-8160915,-5922926,-5988718,-7106924,-11252396,-9018785,-7903911,-9876158,-13425633,-11649738,-7108226,-5725032,-5330531,-530988,-2898764,-9608098,-14738658,-16251383,-16448505,-12369601,-6580081,-5329758,-5527908,-66832,-330258,-5266278,-6249049,-10197657,-15461868,-14474717,-6579308,-5197916,-7435388,-1580840,-1053465,-3160893,-5657168,-5327945,-7105128,-12895942,-9343383,-5658723,-5856615,-4475735,-5135471,-5663878,-5528165,-5261896,-5722448,-6183256,-8289149,-8027781,-6449524,-3818064,-3555149,-7306638,-6975866,-5723220,-6183514,-6643553,-7891062,-7958648,-8355199,-66576,-523,-594461,-1516333,-2436663,-4541525,-6120044,-7238014,-7370113,-8620433,-66827,-258,-66569,-464674,-1781053,-1451053,-3095622,-4805983,-5924209,-6516344,3
1804,'2019/03/14 02:26:53:787',99,-3289630,-5596245,-7110525,-6785941,-8560812,-14279653,-15791346,-12699335,-9146776,-6449522,-8686457,-6256245,-7309966,-7379361,-6786716,-9415095,-9611704,-8160915,-5922926,-5988718,-7106924,-11252396,-9018785,-7903911,-9876158,-13425633,-11649738,-7108226,-5725032,-5330531,-530988,-2898764,-9608098,-14738658,-16251383,-16448505,-12369601,-6580081,-5329758,-5527908,-66832,-330258,-5266278,-6249049,-10197657,-15461868,-14474717,-6579308,-5197916,-7435388,-1580840,-1053465,-3160893,-5657168,-5327945,-7105128,-12895942,-9343383,-5658723,-5856615,-4475735,-5135471,-5663878,-5528165,-5261896,-5722448,-6183256,-8289149,-8027781,-6449524,-3818064,-3555149,-7306638,-6975866,-5723220,-6183514,-6643553,-7891062,-7958648,-8355199,-66576,-523,-594461,-1516333,-2436663,-4541525,-6120044,-7238014,-7370113,-8620433,-66827,-258,-66569,-464674,-1781053,-1451053,-3095622,-4805983,-5924209,-6516344,3
1805,'2019/03/14 02:26:53:822',99,-3289630,-5596245,-7110525,-6785941,-8560812,-14279653,-15791346,-12699335,-9146776,-6449522,-8686457,-6256245,-7309966,-7379361,-6786716,-9415095,-9611704,-8160915,-5922926,-5988718,-7106924,-11252396,-9018785,-7903911,-9876158,-13425633,-11649738,-7108226,-5725032,-5330531,-530988,-2898764,-9608098,-14738658,-16251383,-16448505,-12369601,-6580081,-5329758,-5527908,-66832,-330258,-5266278,-6249049,-10197657,-15461868,-14474717,-6579308,-5197916,-7435388,-1580840,-1053465,-3160893,-5657168,-5327945,-7105128,-12895942,-9343383,-5658723,-5856615,-4475735,-5135471,-5663878,-5528165,-5261896,-5722448,-6183256,-8289149,-8027781,-6449524,-3818064,-3555149,-7306638,-6975866,-5723220,-6183514,-6643553,-7891062,-7958648,-8355199,-66576,-523,-594461,-1516333,-2436663,-4541525,-6120044,-7238014,-7370113,-8620433,-66827,-258,-66569,-464674,-1781053,-1451053,-3095622,-4805983,-5924209,-6516344,3
1806,'2019/03/14 02:26:53:854',99,-3092509,-5596244,-7044988,-6851479,-8560812,-14411239,-15725554,-12567749,-9080982,-6383729,-8555127,-6387573,-7178637,-7313569,-6655130,-9546425,-9480375,-8029329,-5922926,-5923181,-7041131,-10988967,-8887455,-8035239,-10204609,-13491425,-11583689,-7042433,-5725032,-5330531,-530988,-2832972,-9542561,-14738402,-16251383,-16448505,-12303551,-6579824,-5263966,-5527652,-66832,-264722,-5266277,-6183512,-10131864,-15461868,-14408924,-6513516,-5132380,-7435388,-1580840,-1053465,-3160892,-5657168,-5327945,-7104872,-12895942,-9277591,-5658722,-5856615,-4475736,-5135470,-5663877,-5462628,-5261896,-5722447,-6117720,-8289405,-8027782,-6449524,-3818063,-3620685,-7306639,-6975867,-5723220,-6183514,-6643553,-7891062,-8024184,-8355200,-66575,-523,-594461,-1581614,-2436662,-4475989,-6119789,-7303551,-7435649,-8620433,-66827,-258,-66569,-464674,-1781308,-1451053,-3095622,-4805982,-5989745,-6516344,3
